data_cell_id	data_cell_id.1	data_cell_id.2	ri_row	ri_col	synergy_loewe
63	10237	5394	-21.07940033	17.39258943	4.436430655
63	46907787	5394	47.87297245	17.39258943	30.95802632
63	91466	5394	-5.858180148	17.39258943	3.575391407
63	442614	5394	-9.231525301	17.39258943	0.739055674
63	5287792	5394	-5.155215514	17.39258943	8.917457351
63	65064	5394	-7.202506644	17.39258943	8.685688509
63	907504	5394	-8.373581068	17.39258943	2.430892094
63	6420042	5394	25.75917944	17.39258943	-14.50031052
63	7251185	5394	11.95901912	17.39258943	9.837159332
63	379	5394	-3.63497751	17.39258943	5.782125875
63	2682	5394	-2.819584455	17.39258943	9.528525638
63	154272	5394	-6.958857268	17.39258943	25.39307409
63	1271002	5394	-3.672909678	17.39258943	10.05690157
63	6505803	5394	76.75012284	17.39258943	9.229981092
63	9852573	5394	76.00156413	17.39258943	7.242826464
63	66414	5394	79.14221662	17.39258943	-49.4118222
63	1269845	5394	15.73112784	17.39258943	-6.589617273
63	5459840	5394	-0.834797746	17.39258943	10.31822008
63	73087	5394	11.50044797	17.39258943	24.97373607
63	8617	5394	-23.62230399	17.39258943	-3.944295809
63	135398661	5394	11.78227882	17.39258943	-14.35720685
63	2148	5394	-23.11302214	17.39258943	-3.663081334
63	5280567	5394	-11.53826608	17.39258943	0.581175425
63	12934390	5394	-4.05094278	17.39258943	19.87030027
63	3385	5394	-21.92995389	17.39258943	12.76760213
63	144	5394	-13.17423456	17.39258943	-2.28978686
63	441328	5394	-4.530217334	17.39258943	-2.418145173
63	135403646	5394	39.74972706	17.39258943	-11.52397145
63	9839311	5394	-12.61401817	17.39258943	2.334304221
63	11314340	5394	71.0623586	17.39258943	18.49465845
63	54708532	5394	-6.320152582	17.39258943	10.23122439
63	16038374	5394	2.088797098	17.39258943	-3.895120531
63	42636535	5394	-7.363107682	17.39258943	12.61778796
63	54684141	5394	-8.674209207	17.39258943	3.752340227
63	24768261	5394	-22.47789056	17.39258943	16.29957061
63	9821849	5394	-16.68296615	17.39258943	9.148444923
63	49846579	5394	1.764010222	17.39258943	29.15557452
63	24978538	5394	17.6473714	17.39258943	46.96748145
63	11228183	5394	3.558752881	17.39258943	-1.389936151
63	3035714	5394	77.16161435	17.39258943	4.379787484
63	11960529	5394	-3.249087867	17.39258943	51.23053977
63	10437018	5394	-5.650450856	17.39258943	22.91200981
63	17513	5394	0.200398349	17.39258943	15.32322985
63	41774	5394	7.064772016	17.39258943	7.909908767
63	441307	5394	-10.97646816	17.39258943	-10.73578684
63	170367	5394	-8.429795764	17.39258943	28.56305343
63	1981	5394	-6.551614239	17.39258943	-6.283405304
63	11074431	5394	-2.175811952	17.39258943	4.06323506
63	904	5394	-9.601589415	17.39258943	5.722313432
63	1985	5394	-8.960140866	17.39258943	7.344422233
63	6060	5394	-23.30826115	17.39258943	-9.211674249
63	12035	5394	9.536822239	17.39258943	4.461962646
63	135398513	5394	-16.80171077	17.39258943	0.551792555
63	5310993	5394	-15.71258307	17.39258943	-1.053804935
63	5284513	5394	20.72242364	17.39258943	36.17187646
63	11519741	5394	-4.541102472	17.39258943	-11.51927117
63	60164	5394	70.10859791	17.39258943	0.354599914
63	60871	5394	11.37806997	17.39258943	23.02140579
63	76219	5394	1.822122283	17.39258943	1.013029982
63	6083	5394	-20.0911773	17.39258943	6.098118488
63	5763	5394	-23.26008318	17.39258943	1.055016032
63	16307093	5394	-22.09858922	17.39258943	6.148455002
63	46931003	5394	25.8671141	17.39258943	-2.796236981
63	66136	5394	-6.85028222	17.39258943	4.168843
63	11383075	5394	-7.946151519	17.39258943	16.27074882
63	10297043	5394	10.19470572	17.39258943	62.99538042
63	10184653	5394	17.88637601	17.39258943	52.38152104
63	2044	5394	20.18883134	17.39258943	2.229644173
63	9840076	5394	11.95112979	17.39258943	52.7399371
63	2051	5394	-8.547752719	17.39258943	17.63202447
63	2052	5394	9.488554186	17.39258943	5.131928183
63	5328779	5394	5.845790072	17.39258943	11.15321197
63	56645356	5394	-7.925378486	17.39258943	1.911895465
63	82148	5394	17.94859428	17.39258943	4.581490284
63	2082	5394	88.44752972	17.39258943	1.430890725
63	83969	5394	9.523076223	17.39258943	18.82609137
63	49806720	5394	2.727837448	17.39258943	4.267674039
63	5282181	5394	2.404916283	17.39258943	-3.695734495
63	71764	5394	-4.040897723	17.39258943	18.39204626
63	71916	5394	-31.05328739	17.39258943	2.104698881
63	24771867	5394	80.49346178	17.39258943	5.695312453
63	6918427	5394	-1.681140334	17.39258943	9.010539085
63	135497066	5394	13.70028623	17.39258943	3.443906344
63	6293	5394	-17.7165195	17.39258943	18.84476125
63	135401907	5394	4.426491022	17.39258943	9.695518958
63	1549517	5394	-18.72094387	17.39258943	-4.864085237
63	123607	5394	5.425368519	17.39258943	1.732884512
63	10207	5394	-23.77225066	17.39258943	5.1827103
63	11450633	5394	-16.58657742	17.39258943	-7.80169098
63	162147	5394	0.990924177	17.39258943	8.615854412
63	5280723	5394	4.607734816	17.39258943	8.640834312
63	10041070	5394	-17.07044897	17.39258943	10.31284712
63	2123	5394	2.93166558	17.39258943	21.47976814
63	21718	5394	-0.47420644	17.39258943	0.275562499
63	10141893	5394	3.591168653	17.39258943	40.64802934
63	2125	5394	3.315411618	17.39258943	19.23095325
63	64150	5394	-15.384607	17.39258943	-1.498628024
63	6918493	5394	-38.09505584	17.39258943	5.73664318
63	108013	5394	-13.78889933	17.39258943	-6.15772571
63	62884	5394	-15.29455059	17.39258943	1.550033829
63	23663941	5394	1.573192794	17.39258943	-11.91790552
63	24764449	5394	-2.899224706	17.39258943	28.22058629
63	16007367	5394	15.15369851	17.39258943	5.954782666
63	24856041	5394	81.74167843	17.39258943	3.458684756
63	6009	5394	-18.42498946	17.39258943	1.902924284
63	16230	5394	3.666465098	17.39258943	11.60254415
63	2145	5394	17.38569024	17.39258943	0.293638138
63	123608	5394	-1.10968998	17.39258943	17.40240151
63	9433	5394	-12.52311834	17.39258943	1.053854958
63	2155	5394	-23.19100845	17.39258943	18.7851698
63	441325	5394	-10.10384775	17.39258943	2.791862253
63	2159	5394	18.04635338	17.39258943	4.107646477
63	11065	5394	-8.689334551	17.39258943	9.978079007
63	2162	5394	6.643664023	17.39258943	6.643421821
63	62074	5394	2.894512002	17.39258943	-6.31029021
63	50515	5394	57.86529388	17.39258943	7.294293614
63	54259	5394	33.08152995	17.39258943	-12.04518749
63	33613	5394	-1.244838031	17.39258943	5.042953178
63	23663126	5394	-9.706448063	17.39258943	-1.975361158
63	5280965	5394	12.0249004	17.39258943	0.518690511
63	23663979	5394	-12.43237685	17.39258943	12.45942448
63	23565	5394	1.223966776	17.39258943	-7.043503995
63	2176	5394	-12.37193658	17.39258943	8.765806396
63	65016	5394	-41.49707913	17.39258943	9.072025261
63	8732	5394	-6.282163629	17.39258943	-6.908064396
63	11282283	5394	2.48789127	17.39258943	36.07173718
63	11556427	5394	-24.33893494	17.39258943	4.793678875
63	135413494	5394	-16.91209927	17.39258943	12.1695382
63	2187	5394	3.319669152	17.39258943	10.10160972
63	9824562	5394	23.30369062	17.39258943	-0.375831794
63	5318517	5394	-14.42068212	17.39258943	0.365881688
63	2196	5394	2.892941779	17.39258943	12.33578756
63	657201	5394	2.623264344	17.39258943	9.257169112
63	2200	5394	-11.36400567	17.39258943	15.70770046
63	2206	5394	-4.695630119	17.39258943	7.55640244
63	57390074	5394	56.41380562	17.39258943	23.4411638
63	45139106	5394	2.314568485	17.39258943	26.10648825
63	5280443	5394	-11.0533938	17.39258943	-15.69103065
63	10182969	5394	5.640374145	17.39258943	10.46901454
63	2214	5394	-24.23269406	17.39258943	-8.933024637
63	1901244	5394	-3.602270395	17.39258943	13.01179918
63	11561674	5394	-20.78921775	17.39258943	-1.538004164
63	135413536	5394	-8.327673559	17.39258943	0.658913047
63	6918848	5394	88.41427576	17.39258943	9.632420181
63	448014	5394	1.732944536	17.39258943	15.04019024
63	9958103	5394	-4.61963941	17.39258943	5.511853875
63	440936	5394	-18.58144194	17.39258943	1.126304502
63	2230	5394	-23.52228641	17.39258943	5.56469673
63	92722	5394	-3.75113441	17.39258943	-4.852982704
63	60795	5394	-26.7323673	17.39258943	-19.58116825
63	24872560	5394	-9.83349744	17.39258943	15.39182922
63	68911	5394	-2.780586957	17.39258943	1.612784244
63	68827	5394	12.36629211	17.39258943	10.90561082
63	6917864	5394	1.989412542	17.39258943	-7.622652453
63	32169	5394	-7.916202844	17.39258943	5.43177997
63	11630874	5394	-1.107703795	17.39258943	-0.697850459
63	5287855	5394	-19.49585731	17.39258943	8.650083132
63	20525	5394	2.769087061	17.39258943	8.012624125
63	163091	5394	-4.448585299	17.39258943	13.89836849
63	119034	5394	-0.311181999	17.39258943	-4.218478059
63	134601	5394	-11.01149965	17.39258943	6.87879862
63	2244	5394	-17.50487267	17.39258943	5.380280965
63	24739943	5394	-13.68960991	17.39258943	27.07673379
63	13943297	5394	-2.050434951	17.39258943	9.079953713
63	227456	5394	35.48128955	17.39258943	26.41453014
63	11955716	5394	79.40053489	17.39258943	6.642325859
63	11338033	5394	72.69275387	17.39258943	5.932930083
63	11175137	5394	62.72119279	17.39258943	14.08396391
63	135398495	5394	89.94024632	17.39258943	7.564595513
63	11219835	5394	6.092816293	17.39258943	7.00052446
63	158550	5394	13.35344796	17.39258943	18.94911287
63	54840	5394	-14.39498451	17.39258943	3.926508297
63	60823	5394	-15.31220268	17.39258943	7.962143806
63	74989	5394	-9.649973483	17.39258943	5.009072003
63	47320	5394	-9.488516222	17.39258943	10.52745917
63	174174	5394	6.447944906	17.39258943	5.10202394
63	9549303	5394	53.06431368	17.39258943	28.08407448
63	135539077	5394	79.30168045	17.39258943	9.231555189
63	46883536	5394	16.99537322	17.39258943	5.069431274
63	9869929	5394	2.27978282	17.39258943	-0.440456534
63	166558	5394	-10.02874	17.39258943	15.5722313
63	59174488	5394	27.30296606	17.39258943	41.19623509
63	51040	5394	12.05925555	17.39258943	18.73351964
63	6450551	5394	83.01948145	17.39258943	8.996904365
63	5462814	5394	50.11635298	17.39258943	8.998990992
63	5462814	5394	82.49948587	17.39258943	8.308438421
63	72716071	5394	8.948711983	17.39258943	4.155320396
63	46244454	5394	84.78977143	17.39258943	5.744795296
63	9444	5394	-18.60528123	17.39258943	8.105291067
63	15723	5394	-10.38196068	17.39258943	0.980727776
63	15443	5394	-3.637265568	17.39258943	8.488852148
63	5281066	5394	-0.557249487	17.39258943	5.838257135
63	2265	5394	26.39153211	17.39258943	5.534110383
63	135564570	5394	-11.10199014	17.39258943	30.30958575
63	24856436	5394	86.05985971	17.39258943	-3.80555962
63	11292191	5394	-4.214310871	17.39258943	5.421407812
63	25262792	5394	73.19248374	17.39258943	-13.29497099
63	44199317	5394	-1.456846063	17.39258943	57.11439484
63	10138980	5394	58.55093208	17.39258943	28.33053556
63	56599293	5394	91.54726897	17.39258943	7.143523856
63	46893585	5394	-24.67477279	17.39258943	-3.203683831
63	51039095	5394	47.64180083	17.39258943	43.77605712
63	25227436	5394	-11.25264003	17.39258943	36.8086876
63	16747683	5394	77.88631407	17.39258943	-1.328126091
63	44137675	5394	9.741706909	17.39258943	33.98522844
63	11152667	5394	99.20900118	17.39258943	-1.885523352
63	25262965	5394	65.2026613	17.39258943	6.035499744
63	16666708	5394	-3.58037412	17.39258943	19.67471246
63	11488320	5394	2.215689399	17.39258943	33.03233616
63	54360	5394	-10.43996711	17.39258943	11.98224446
63	65948	5394	-9.804729286	17.39258943	0.169417625
63	135415867	5394	-1.44644815	17.39258943	1.733294475
63	135409642	5394	6.988792853	17.39258943	-8.770059355
63	447043	5394	2.865275156	17.39258943	15.48532902
63	23685176	5394	-11.59524608	17.39258943	3.4577819
63	10701	5394	-4.560103174	17.39258943	-13.61805851
63	5742832	5394	-3.903913728	17.39258943	1.176655111
63	11980094	5394	5.673870631	17.39258943	0.950387562
63	5281605	5394	-6.151482219	17.39258943	2.761313753
63	64982	5394	4.286243986	17.39258943	-1.746917992
63	65958	5394	14.82734031	17.39258943	4.422774245
63	3101542	5394	-9.737463743	17.39258943	10.89247448
63	16007391	5394	84.13498661	17.39258943	5.649366161
63	400769	5394	87.42632881	17.39258943	12.24972028
63	5362422	5394	-14.64651271	17.39258943	25.3919313
63	5353431	5394	-25.79451108	17.39258943	9.030065526
63	9936012	5394	-8.378142355	17.39258943	9.357570731
63	21700	5394	-17.49170478	17.39258943	-5.968742127
63	6918638	5394	69.64965264	17.39258943	25.54588079
63	2310	5394	-1.602592118	17.39258943	18.33528497
63	5362123	5394	5.544870227	17.39258943	6.804165167
63	77082	5394	17.8416362	17.39258943	0.105665167
63	2315	5394	-16.84027095	17.39258943	6.823398998
63	3032771	5394	7.088537888	17.39258943	16.44920336
63	656667	5394	0.122326869	17.39258943	23.17155557
63	26964	5394	1.468411741	17.39258943	1.464398734
63	2333	5394	4.421066991	17.39258943	43.27947359
63	8478	5394	-0.699092693	17.39258943	16.43904972
63	2337	5394	2.546190649	17.39258943	22.24311351
63	243	5394	13.89067813	17.39258943	-2.109741628
63	1201549	5394	-3.356956665	17.39258943	22.31591423
63	65464	5394	7.444543157	17.39258943	5.542416913
63	54678490	5394	-7.833345357	17.39258943	10.89180552
63	164521	5394	5.265784265	17.39258943	-0.283847838
63	12456	5394	16.76875656	17.39258943	12.86991325
63	2355	5394	0.178259462	17.39258943	-6.524222841
63	66065	5394	-12.46791327	17.39258943	-6.831672028
63	5280489	5394	9.398081011	17.39258943	8.549527763
63	3885	5394	68.78823391	17.39258943	-4.148793322
63	68643	5394	-0.922062477	17.39258943	-5.359407386
63	9782	5394	-13.15960755	17.39258943	-14.81743339
63	71651	5394	-12.02065177	17.39258943	10.67462435
63	2369	5394	1.935472446	17.39258943	8.127059352
63	11548	5394	-10.89321496	17.39258943	13.77798949
63	64971	5394	-6.802880951	17.39258943	-4.420222633
63	82146	5394	-9.776377931	17.39258943	21.99097792
63	11977753	5394	61.09464797	17.39258943	10.28602698
63	39042	5394	14.04215234	17.39258943	-4.301538102
63	53235510	5394	27.1743465	17.39258943	42.11041917
63	57336745	5394	100.0001836	17.39258943	0.001595281
63	11762	5394	77.73821034	17.39258943	11.06198288
63	25023738	5394	10.08868143	17.39258943	15.99735976
63	2375	5394	-9.655406111	17.39258943	9.73642672
63	2378	5394	-0.522432456	17.39258943	28.19578444
63	16736529	5394	77.52803094	17.39258943	8.254357719
63	73581	5394	-8.772034708	17.39258943	7.073523681
63	5311027	5394	-8.158767584	17.39258943	5.604780106
63	71354	5394	-8.916123688	17.39258943	8.962208826
63	448949	5394	61.25088304	17.39258943	31.91373761
63	5280373	5394	3.991323619	17.39258943	-8.002935514
63	171548	5394	-9.470003976	17.39258943	-3.397615145
63	45266847	5394	-11.69781192	17.39258943	14.97673264
